tweet	class
Almost got to see a white boy get beat around today, but he ran like a bitch.	0
Almost half of North American bird species threatened by climate change   #Climate #Environment	2
Almost just said some bitch shit &#128527;	1
Almost quit today they had me fucked up.. False promises to get me to work harder that's some hoe shit.	1
Aloha bitches! 27 minutes before I caught a 32ft #greatwhite #okaysomaybeimlying #butiwasfishing 	1
Alotta people say they loyal to they niggas and bitches .... Yall aint shiiittt . Someone throw a few dollas in ya face you'll be snitchn &#128175;	1
Already had to unfollow that bitch. Annoying af.	1
Already more yellows than the last 2 years combined #IndyCar #Honda200	0
Already scratched off mines RT : Paying for pussy still on my bucket list	1
Alright Vacarro you bitch!!!	1
Alright ya faggots. Lets just stop with all the S/O and R/T. No one gives a fuck on what you think of other people. Probably lying anyways	0
Alright your time is up RT : Cheesecake trash	1
"Also love angry old Irish bartenders ""pussies have one beer and ask for a glass of water, fuck them I ignore that shit"""	1
Also, anyone who wants to bitch about the prices at Disney needs to check this out next time. #dollywood 	1
Also, it&#8217;s a hiccup to Jihadi propaganda: they portray themselves as the only ones willing to die for their cause.	2
Always a good sesh wit my niggah blakk	1
Always broke niccas how yu Robbin	1
Always thought golden Oreos were the same as original Oreos but oh my god I just climaxed	2
Always wanted to fuck that bitch, thank you god I fucked that bitch	1
Am I really going to sit here and cry like a bitch....	1
Am I the only #gay man without a fag hag? I guess I am.	1
Am I the only person that feels disrespected by the bird poop suddenly dropping on your front window:(ewww#annoying	2
Am I wrong fa laughin at dem niccas on 1st 48 who be cryin n the interrogation room	1
Am ghetto 	2
Am so high that birds and planes are my peers	2
Am sorry I can't stand stand some black females especially the full breaded Africans bitches being have std and shit I prefer white girls	1
Am zoneing they say I'm possessed it's a omen I keep 300 like the Romans with 300 bitches with the trojans I been a menace for the longest.	1
Amanda Bynes is crazy, idc what else y'all wanna call it but da bitch been crazy.	1
Amanda is a bitch omg I would beat her ass lol	1
Amazing. You know what they say about birds of a feather 	2
"Amber Rose is one of those bad bitches who ""only get along with dudes"""	1
Amber wants a million... Wiz just like... Ok bitch I spend that on 2 cars..	1
"Amennn!!!!! "": If your girlfriend doesn't like that bitch, you don't talk to that bitch"""	1
America is white trash and so are all Americans.	0
American culture is stuck to the side of the toilet. Graffiti writers in Europe can create better art without any lowlife trash sex jokes.	2
Amina ass... Peter you just fucking the bitch I don't like her voice	1
Amo hangs 	2
An awesome Friday. Not a day for pre-weekend news-dumps anymore. Another weekend to celebrate progress my fellow queer folk!	1
An if u aint a hoe get up out my trap hoooouusssee!!!!	1
Anacortes bucks got racks like a black bitch, dwammm	1
And I can't be known for fucking wit a trash bitch.	1
And I lick it after you clean it , eat pussy like a dyke but I fuck like a demon &#128545;&#128166;	1
And I wanna say something SOOOOOO bad to these two cunts on Twitter eh..	0
And I was like yeah bitch	1
And I'm definitely top 3 at makin beats in the city but y'all niggers love your trap beats so y'all probably won't admit that	0
And I'm out bout $50 .. These hoes be pimping me man &#128514;	1
And I'm steady tellin dis bitch gtfo my face	1
And I've had enough. Unfollowing dat ass bitch	1
And a hoe gon be a hoe regardless	1
And bitch I ain't bout to debate with Ya funky ass either.	1
And by YALL I mean.... Whoever running back telling tunchi wtf I'm doing that's not my nigga dog niggas nd bitches &#128175;	1
And da hoes!! RT : I kno u hear vodka n the background &#127908;	1
And dis nicca still rapping	1
And dis shit is for the birds 2 	1
And don't come to my mf house honking ur damn horn. Get tf out the car &amp; ring my bell bitch.	1
And even if the sky come fallin, bitch ima still be high. I got faith in my weed man	1
And gabby was steady walking off laughing, I'm like bitch really &#128548; , if she ever fall around me I'ma get in my car and leave her there	1
And get my self a bad bitch thats loyal and one hunnid	1
And girl I've been thinkin of ways thinkin of new ways to beat that pussy down .	1
And girl that pussy ain't shit to me, baby girl roll up and get high	1
And ha bitch break down my weed sometimes	1
And here standing in the red corner  weighing 145lbs the pussy destroying champion of the world, Adam nobodyknowshisrace smith	1
And honestly I'm a social hoe. I'll talk to any and everybody. Nowhere in there did I said fuck, suck, and trap.	1
And i aint neva gave a fucc about a bitch boy !	1
And i didn't wanna come off as a bitch, so I took another hit, now I think I'm feeling to high	1
And if u aint a ho, GET UP OUT MY TRAP HOUUUSE!	1
And if yu ever need a shoulder to cry on I won't be there cus I'm on my fuck that bitch shit	1
And ima dream about 4 fat bitches stuck in a mini van on a hot summer day	1
And it's always the black bitches that's constantly late AF for no reason. Couldn't refuse the ladies in free til 12 &amp; $1 shots	1
And it's gotta be some ghetto fool :/	2
And just like me that bitch loaded.	1
And little bitch ass 	1
And mad hoes you can ask Beavis I get nothing butthead	1
And my bitch gon' blast and she got the ass like... 	1
And my mom was really getting me a car smh hoe f u for dat	1
And niccas are 38 HOT if they paid 20 bucks for that Pay-Per-View......	1
And now Jihadis bragging about a massive bombing in Sadr city in Baghdad. #Iraq #onslaught	2
And now lookin ass niggas and lookin ass bitches will be the terms of 2014. Will be overused &amp; abused in every fucking way	1
And of course some rascally #teabagger on the radio is blaming the 19 dead AZ firefighters on #biggovernment. Oy vey. #tcot #p2 #teaparty	2
And remember---always be the person you're born to be. You don't have to be queer to take something from that message. #NationalComingOutDay	1
And since im gino marley my bitch just flew from Japan	1
And someone from my class is literally sitting across from me on the bus so I can't even call dad and bitch	1
And the Jew  favorited my tweet though. Lol. Don't have anymore time for this trash.	0
And them niggas pussies...cameltoes &#128514;	1
And these hoes ain't as good as they look..I need to take my own advice doee cause If that pusxy good then I'm good &#128569;	1
And vice versa RT : 9/10 he has hoes	1
And weres bitch boy ?	1
And when I say DOH DOH DOH DOH bitch that be Kdot	1
"And when bitches be like ""me and him against the world!"" bitch don't nobody even know y'all together -_- nobody hating."	1
And where do you think unsold items from thrift stores go? The garbage. Think of all the great games that are in trash dumps as we speak :(	2
And you a bitch.. Even when you say you love me, you a bitch. I pray you crash like Caroline into a ditch.	1
"And you adopted bitch? I don't give a fuck what kind of ""Mental illness"" they claimin imma kill ya"	1
And you kno we the opposite of down bitch we up 	1
And you&#8217;re a bitch RT :  you&#8217;re a little fucking worm you know that,	1
Angel stop rting that fugly bitch	1
Anglo-Saxon Mike Oz	2
Ankles &#128128;&#128514;&#8220;: &#8220;: Hood bitches with long weave is the worst thing ever&#8221; weave that be touching their ashy ankles &#128567;&#8221;	0
Annie.. You crazy hoe &#128514;&#128514;&#128514;	1
Annnnd you're a dyke. &#9995;	1
Annoying yelling bint next door has locked herself out.	2
Another bad bitch fuck her for a hour another cigarette another nut another shower	1
"Another high point was a Hungarian calling me ""cheat fuck"" and ""cheat pussy"" for doing well."	1
Another long mornin smh...Thank God a nicca out here to see it tho real shit	1
Another major development in the Jihadi circles: Al Maqdisi, hardcore jihadi theorist asks specifically for relief &amp; aid workers&#8217; release	2
Another nigga hoe is another nigga problem.  been had hits.	1
Another season of retweeting every one of  's Yankee tweets! &#128514;&#128514;&#128514;&#128514;	2
Another woman ain't gon keep me coming. Girl these hoes ain't got nothing on ya	1
Any bitch who show up Friday looking like the bitch from the ring I'm punching straight in the face.	1
"Any dope nigga or pretty chick is gon have people wantin their attention.. Y'all gotta grow up with that ""you got hoes"" shit.."	1
"Any man even considering plastic surgery is gay gay gay imagine ya boy say ""I'd get more hoes then u after I get these new lips"" &#128514;&#128514;&#128514;"	1
Any nicca gettin it n da ass is a fag! &#8220;: Howw? Please explain this twitter logic. I'm confused. &#128553;  &#8221;	1
Any person that puts anybody else's business out there for whatever reason is a bitch.	1
Any pregnant bitches at centreville I should know about in about to move there next ... &#8212; Idk.. I dont go to cville 	1
Any pussy I had I can get again!	1
Any solution to ZOG which doesn't deal with demographics - only laws - is no solution. #NorthwestImperative 	2
Any where the $$$ at is where the pussy go...	1
Anyone want some absolutely amazing and deliciously fresh perfect monkey bread? &#128586;&#128584;	2
Anyone want to share their thoughts on their mock draft?? Just kidding. SHUT YOUR FILTHY DAMNED MOUTH, YOU CLODS.	1
Anyone who came to the US as an indentured servant is white trash.	0
Anytime somebody say u wan hear a funny that shit gon be trash..	1
Apaches' 30 MM rounds turn Jihadis into tomato soup    	0
Apologizing in advance for my actions, I'm thee biggest bitch when I'm studying &#128522;&#128299;	1
"Apolonia Gardner of Imperial, CA misspells ""phalarope"" - a bird that resembles a sandpiper. The dreaded schwa! #spellingbee"	2
Apparently I got chunky for my bday. Worse bday present ever. Lol. #diettime	2
Apparently im a honky. Pfft. Like that's a bad thing.	2
Apparently not wanting to trade your Nitro M4 in CSGO makes you a collossal faggot.	1
Apparently, saying something nice to someone these days means you're trying to stick them with your poker. Get over yourselves bitches.	1
Apple need to add some colored emoji	2
Apple sauce, bitch.	1
Appropriately this guy wears the WV yellow Rick James on his face.  	2
Are pet guinea pig is about to die this fucking blows :/	1
Are poor little guinea pig died :(	2
Are you nigguhs saying you want Donald trump as prez? That nigguh don't understand real american struggles &#128514;	1
Are you single but your pussy is in a relationship?	1
"Are you tired of the ""mock drafts""? Let's just do this: If Clowney is not the 1st pick, who thinks Round 1 becomes ""chaos""? #ShowOfHands"	2
Aren't these little border jumpers supposed to be in school	2
Argue to make up. Not to break up &amp; get back together that's retarded in my eyes	1
Arguing over a bitch with a glued on butt	1
Arod like ugly bitches that like to fuck	1
Arroz con pollo	2
Arturo keeps calling me ghetto &#128532;	1
As Chanice say that, I realize the coons move from drinking Moet to Belaire. All yuh feel all yuh so fancy with all yuh $30 champagne eh	2
As I tweeted before any man telling me to go to the kitchen this season could tell his mom that, father probably wouldn't of left..bitch	1
As a girlfriend I'm NEVER getting close to my boyfriend friends , cause they can be telling me one thing , and telling these hoes another.	1
As a girlfriend, you gotta accept the fact hoes gone be all up in his face. But as a boyfriend, he better let them hoes know wassup.	1
As a man ... I feel like you a bitch if you living off a female . Havin her buy all yo shit fucc that never be dependent on someone	1
As always Eli has the stupid hick hayseed look on his face Giants fans kill yaselves it's gonna be a&#8230; 	0
As good as Percy Harvin and Peyton on the same team sound&#8230; That&#8217;s so retarded lmao	1
As if it WASNT gon get Bacc to me &#128514;&#128557; bitch your outta your fuccing mind	1
As long as you gon feed me pussy when I get the munchies &#128586;	1
As of today im cutting muthafuckas off bitches/niggas that never show love or just temporary people iont need um	1
As soon as a Democrat gets a chance to ? the political hack #foxnews goes to commercial then back with Bolton LMAO #teabaggers #benghazi	2
As soon as a bitch think shit sweet.... Give em wat they been asking for!	1
As soon as bitches get on a come up you got that one bitch that CANT Wait to tell ppl your downfall before the come up &#128528;&#128528;. #Haters	1
As soon as we left Iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up. Pisses me off.	0
Asha had a little voice in my head telling me to fuck with these hoes. Wasn't kendra &#128524;	1
Asha my bitch doe &#128553;&#128076;	1
Ask a bitch in 2014 if she would rather have JESUS than silver &amp; gold I bet u she tell a lie.	1
Ask around n the streets bitch bout Jay	1
Ask the governor how we are supposed to pay for this? Typical #teabagger mentality. Government is EVIL until we need them LOL #morningjoe	2
Ask tht bitch when she gon let a yung nigga blast tht ass	1
Ask your bitch about me she turns into dori. &#128032;	1
At 6'0? Good luck Nh nh RT : I'm 6'0, 150. One of you bitches better reproduce with me. I can give you an athlete.	1
At Dunkin donuts and every time somebody walked in I either yelled ratchet or hoe and so me and my brother got kicked out &#128514;&#128514;&#128514;	1
At a point where I've got to make a tough life decision. Ice black translucent sole or solid black sole on my KD VI's. Blk or orange airbag	2
At all my ritz crackers. Idk what to do with myself anymore.	2
At least ima a faithful bitch &#128524;	1
At pussy cat lounge killin it with my girlz  and 	2
At the MLK march tryna find a man bitch we see U	1
At the Mexican laundry mat and it's PACKED denna hoe	1
At the bar in downey wit my uncle, this niggah faded hopefully he doesnt get us into a fight lmao	1
At the doctors with sam shes such a pussy the had to put a cotton swab in her nose and she just about started to cry -_- 	1
At the end of the day seniors still love that young fresh pussy from west case closed	1
At this rate, I'd cheer for the awful New York Yankees over the St. Louis Cardinals.	2
At work but wish I was floating in my 15 ft., on sale at Walmart, redneck pool that my husband probably hasn't cleaned since last weekend.	2
Ate the receivers really fast or is pass coverage trash?	2
Attention one and all.  just motoroboated my knees. Someone get this jiggaboo some water. She #thirsty.	1
Auburnnn hoe	1
Audio: Happy Valentines Day bitches. &#160;Now play this while you get laid. 	1
August alsina : ghetto &#128158;	1
Austin is a funny niggah	1
"Autocorrect makes my ""how's life"" change to hoes life. What the duck."	1
Average is basic and basic is trash &#128514;&#128514;	2
"Aw man, that bitch she go hard.. Put it on me I'm like ""Oh Lord""... No panties, baby, no bra !"	1
Awe did I cut you off and make you mad? That's too dam bad, shoulda been going the fucking speed limit bitch	1
Awk... U don't like your own nephew / cousins bc our race.. LMAO broke ugly bitches fuck them we don't need them	0
Awwwwww RT : That ain't my hoe.	1
Awwwwww they no Kaep ain't rape no bitch!!!!	1
Ay cuh its HOT AF . Im finna go buy yo bitch some ice cream . Lol	1
Ay fuck wieners, remember to eat before you drink and remember to drink water while you're drinking and also to go eat shit you pussy head.	1
Ay what are some good bars/clubs to hit up in Denver?? Should be up there Saturday night to coon out.	2
Ay yall heard that Rich Gang tape thou?? That bitch on Flame!!!&#128293;	1
Aye a nicca is tired tho!	2
Aye it's a lot of niggas out here that can't fuck a bad bitch unless they get her drunk smh #Preach	1
Aye my NIGHA #YeaYouReadinDis... Gone let ya bitch fuck wit my team  donjuuuan&#8230; 	1
Aye the part be treating the bitches too good &#128514;	1
Aye we all needa keep are heads up high who cares if we lost we all went and tried our best &amp;south is a bunch of trash talking pussys ! -.-	1
Aye, Mcdonald'ss got a fire ass frozen strawberry lemonade.. This bitch so wet	1
Ayee hoe	1
Ayo I jus had a mini heart attack behind the wheel..north Philly n fire crackers don't mix&#128553;&#128553;&#128514;&#128514; I&#8230; 	2
Ayo twat boy I gotta new phone give me yo jack now 	1
Ayo why da hell ain't nobody hip me to these niccas!  ... #BetterLateThanNever	1
Ayo!!  unblock me so i ca tell you how garbage yo bitch ass playing....	1
Ayy Carlton is a ghetto school now #SwitchedAtBirth	0
Ayy yo  my nigga  be all up on da,pussy not lettin dat muafucka breathe.	1
Ayyyyy I'm sipping on a free slurpee and seeing The Front Bottoms tonight. I'm a happy clam.	2
BASICALLY, #GOP, #ROMNEY, right wing reactionaries, drudgies, teabaggers, libertaritards, all hate our education system and teachers.	2
BC y'all hoes	1
BF: I think we need some pet insurance. GF: LMAO, why, what for? BF: Because I'm destroying your pussy everyday.	1
BITCH!!! RT : Stop thinking ur entitled to politically correct responses...bitch	1
BREATHE! RT : You are going to kill yourself if you don't EXHALE! RT : Killin you hoes #8221;	1
BROS BEFORE HOS! ... and there I was with my bros, without any hos..	1
"BRUH lmaoo &#8220;: Them hoes was nasty but I kept eating them "": What the fuck happened to these? ""&#8221;"	1
BRUH!! RT : Them ugly hoes say a nigga arrogant...	1
Baby I can make that pussy raaain OFTEN.	1
Baby I can make that pussy rain, often	1
Baby I can make that pussy rain... Often	1
"Baby I'll whisper Vietnamese to you all soft like, ""ching... chong ting o long...."""	2
Baby girl your pussy looking so vacant....	1
Baby moanin , got me zone'nn &#128553; I want this bitch next me , pussy like ecstasy &#128166; .	1
Baby pussy cant be your only hustle. Unless u bad as Naomi Russell.I mean a lot of ppl got money.So basically Russell aint the only Russell	1
Babydaddy needing bail money say thats wat she gone do talk a whole alotta shit but swear that bitch gone come through	1
Back #InHighSchool me and  used to have to stiff-arm bitches that kept tryna steal our fitteds	1
Back in America, and I've become a basic bitch again.	1
Back in this bitch again....	1
Backdoor is open: them hoes will let you fuck em in the ass. Usually an extra charge plus the rate you agreed upon.	1
Bad Asian bitch yea she look just like Kemora	1
Bad bitch contest you in first place &#128175; 	1
Bad bitch give good head, dumb bitch get hood rich	1
Bad bitch good head I think she ah keeper !	1
Bad bitch 	1
Bad bitch on my line tryna give me brains	1
Bad bitch pussy aquafina call her Crystalina	1
Bad bitch selling molly I might take one	1
Bad bitch with me and you kno that her ass is fat	1
Bad bitch, chest out......no wonder why Miss Righteous keeps on getting left out	1
Bad bitches ain't cheap	1
Bad bitches aint cheap better pass her if u broke !!	1
Bad bitches an good weed	1
Bad bitches and good weed	1
Bad bitches be all ova me .. Besides pussy what could you offer me?! &#128175;&#10006;&#65039;&#128175;	1
Bad bitches every where	1
Bad bitches from Oakland, she could beeee a model	1
Bad bitches hate broke niggaz.	1
Bad bitches in dirty ass houses &lt;&lt;&lt;	1
Bad bitches in the pen make my toes curl	1
Bad bitches is the only thing I like	1
Bad bitches is the only thing that I like	1
Bad bitches is the only thing that I like!!!!!! #BBLU this Saturday #BBLU #SuedeLounge #RICHGIRLS	1
Bad bitches is the only thing that i like	1
Bad bitches is the only thing that like	1
Bad bitches only	1
Bad bitches only ... 	1
Bad blood in the camp &amp; if it's bout a bitch just know I don't respect it homie	1
Bad chicks send em in.. Basic hoes toss em out, can't even get Waffle House.. Hating niggas chalk em out gone get the coffin out	1
Bad foreign bitch she a walkin Ferrari	1
Bad lil bitch ain't never seen her	1
Bad lil short fine bitch lil petite sumn	1
Bae gotta bitch &#128514; whoops &#128564;	1
Bae juss the new side bitch lingo u aint special hoe	1
Bae made me deep fried Oreos &#128523;	1
Bags Bags that's that bag money trash bag black and it's filled up with money	2
Bahaha omg &#128518;&#128557;&#128586; this bitch is crazyyy . 	1
Baked Montreal chicken, cheesy brussels sprouts, garlic butter triple cheddar &amp; chives yellow mashed&#8230; 	2
Bald head bitches think it's their time to prosper !	0
Ball is life? No bitch bench is life &#128075;	1
Bands will make her dance , stamps will make her twerk , If Romney becomes president , these hoes will have to work.	1
Bang, bitch, you think I'm strange, bitch? It's bananas like a fucking rangatang bitch #vote5sos #EMABiggestFans1D	1
Bank robber who wore zebra-print dress arrested, police say 	2
Barkley is trash	2
Barry's (whitey) brownshirts run wild in Oakland. Following the lead of N.W.A., punks chant F the police. 	2
Barry's hoe Michelle is walking in now. Ugly beast she is. #SOTU	1
Baseball isn't the same without the Yankees in the playoffs &amp; basketball isn't the same without the Lakers in em.	2
Baseball......... w/  for her birthday for some reason? Lol (@ Yankee Stadium) on #Yelp 	2
Basic bitch no chill &#128514;	1
Basic bitches &amp; lame niggas &lt;	1
Basic bitches everywhere	1
Basic niggah in his basic clothing	1
Basically saying that the pound doesn't belong to us and it's English... Greedy cunts	1
Basically, so...just do you. *shrugs* RT : So if you're worried about being a ho or looking like one, good luck.	1
Bathing Sphere: Suspended Orb Tub Not for Shy People  #bathing #design #weird and yet #cool	2
Bbl gonna go sob over gay bird babies.	1
Bc I got too many bitches &#128514;&#128514;&#128514;	1
Be a dog to these bitches bt be a KING TO YA QUEEN '	1
Be a girl with a mind, a bitch with an attitude and a lady with class.	1
Be fearful of the wrath of God in a country where many mock Christianity, embrace perversion, abortion, and bows to PC/multiculturalism.	2
Be mean or rude to my little sister again and I'll kick your ass. It applies to all of you little snooty bitches. K thanks.	1
Be my backbone every nicca need a spine	1
Be trippin when I call you hoe but bitch you know I talk like Dat! --  voice	1
Beans that were yellow before Friday night are brown now-a few green leaves curled-frost but not freeze-bean size reduced - top end shrinks	2
Bears game today bitches! Not to mention, lean and bud before the train ride lol :) #Goodday	1
Beat the pussy down like my nemesis	1
Beat the pussy in so well her shit still hurting from a week ago	1
Beat ya bitch pussy up every time I see her like a bully .. Then send her outta town wit 4 cookies	1
Beautiful Fairy Elegant Dress 	2
Because I had to accept being called a bitch every time I asserted myself. #YesAllWomen	1
Because I'd rather wear my hair long and have piercings, I'm a faggot that will never go anywhere in life.	1
Because a nigguh but don't mean you're pussy is bomb	1
Because at your local insurance agency, the customer is ALWAYS our bitch. #itakeshitfromnoone &#128079;	1
Because idk if your still tryna get with her again or not?... &#8212; bitch i might be 	1
Because if nobody was judging the birds, this account wouldn't even cause a ripple in d ocean	2
Because of the message that sends to LGBTQ residents in the state. Not as if West Virginia is a paradise for queer people. Today is major.	1
Beefin ova bitches trade ya clip for Pom Poms	1
Been Huntin hard and finally nailed her. Best wedding koozie I've ever seen. #redneck 	2
Been a trill nicca since a Lil nicca	1
Been a while since it's just been me solo at the crib, feeling kinda lonely like a hoe	1
Been hooping all day tired than bitch	1
Been schooling these bitches since 92'&#128524;	1
Been sleeping toooooo much, fuck it ima enjoy it before i start working 2 jobs like a hoe haha	1
Been told by a lot of people that I'm cool then a hoe, and that they don't understand why someone wouldn't like me	1
Beer ball isn't for pussies	1
Before I let a pussy cut my hair I just will let it grow	1
Before the madness with my single bitches. &#128527; 	1
Behind every independent woman, is a pack of hating hoes	1
Being a girl sucks. We have to deal with periods making us a bitch, shaving our legs on a daily basis, and worrying about what we eat.	1
Being a hoe ain't cute #ijs	1
Being a hoe is cute in 2014	1
Being a sober soul just wasnt interesting.. bitch im living #5spmg #GGL 	1
"Being coons &#8220;: At??? : Y'all are amazing.""&#8221;"	2
Being single and not texting no bitches late night almost wacker than coming home after the club drunk and fuckin your girlfriend	1
Believe in the heart of the cards bitch.	1
Believe it or not hoes get boring after awhile	1
Ben will gett ya some pussy.. ben will get ya some head!	1
Bengals kicker trash.	2
Benzino is a bitch point blank period	1
Besides my sisters, this is one of two bitches you will always catch me with. 	1
Best behaved kids ever at mommy's commercial audition. Oreo McFlurries for everybody! #proudmom&#8230; 	2
Best of luck to Tino 'The Bambino' Martinez in Miami (your legacy is saved LOL) #Marlins #Yankees #RedSox #MLB	2
Best rider? That goes to a blaxican.	2
Bet Charlie Strong has contacted Ridley	2
Bet they want a cookie, Bergbrain? You mean like you want a cracker? Kinda bitter here today aren'tcha? #stribpol mngop #mnleg	2
Bet you ain't gone @ em tho..&#128564;&#128514; RT : Na why OOMF just tweeted that ?&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; &amp; she know ha pussy WACK	1
Betta ask round these streets bitch bout Jay	1
Better keep ya shit n line nicca ...	1
Better nip that shit in the bud early.	1
Better play your part bitch don't be a smart bitch cuz I might have a change of heart	1
Between the constant tweegrams and the bad bitches playing themselves out for attention and the stupid caption pics instagram lost me.	1
Between this trend and the vines acting like women its like niggas couldn't wait to be faggots 	0
Beyonc&#233; more of a hipster bitch wit no hips these days	1
Big G-Day s/o to  #FreeBoosie nicca lol!!!!!	1
Big Red and fat squaw ...lol my hubby is so funny!! #insidejoke	2
"Big Squawk: Q: when will DFL dump Ryan ""Uncle Tom"" Winkler? } Not going to happen Berg Bleat on. #mngop proud #stribpol #mnleg"	2
"Big bird holds press conf claims ""he does not care for the letter f"""	2
Big bitches be like &#8221; Im Thick&#8221; yea bitch atound the midsection	1
Big black bitches out here arguing	1
Big boobs = no ass No ass = big boobs Big boobs and big ass = ugly face Big boobs , big ass , pretty face = hoe.	1
Big bro moose trying slide into these hoes DM's 	1
Big greenmile tweetin ass nicca	1
Big hair bitches &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;	1
Big moe rn like a hoe haha yuhhhh	1
Big night of &#127936; #hoosiers #iubb #big10 and #pacers #nba #indiana #hoosierstate #paulgeorge #codyzeller 	2
Big ol pussy Harrington blocked me again	1
Big thick pretty bitch	1
Biggest booth I ever seen lastnight bitch had a leopard print jumper on look like an over weight leopard	1
Biggie was and always will be the flyest cunt in rap. #biggie	1
Bigots demand recount in #Idaho #gay rights ordinance referendum  #tcot #teaparty #teabaggers #lgbt	2
Bij vraag wat is d naam van de engels des doods,dacht eerst Robert.Ik:Israel..uhm iets met Gargamel,hoe heet die kat ook al weer..oja Azrael	1
Biker gang looking ass bitches with titty tats. Foh sons of anarchy.	1
Bill Cosby stealing pussy	1
Bill Romanowski is still a cunt. Who saw that one coming.	1
Bill Smith DDS MTV ODB LGBTQ MMA NFL AFLCIO bitch pick one. Fucking hate you. I know you proud but shit.	0
Birthday today bitches and I gotta work :/	1
Bitch I want my number back yo pussy mustard... oh yeah FUCK DAT BITCH TRUST ME! #DRO	1
Bitch I'm not about to eat ya pussy all day long.. I got a life.	1
Bitch I'm the man that's right I said it, bitch I'm the man don't you forget it. &#128527;	1
Bitch ain't u his lawyer y u thank ery body STFU kill dat bitch to	1
Bitch and who the fuck r u am speak when the fuck I feel like it and stop a pussy ass Nigga and box the fuck up	1
Bitch ass nigga, be hating on black women... Uncle Tom bitch punk.	0
"Bitch ass people are the first to call someone out for being a ""bitch"""	1
Bitch bitch bitch	1
Bitch don't talk yo shit then, say you on papers when a bitch trinna get down &#9995;&#128514;&#128557; you a straight FAG BITCH foe dat. Scary ass hoe.	1
Bitch duck on whore ass slut cunt ha Biden it's Gucci. Tho whatever. Nigea  	1
Bitch fuck yo nigga, what's up with that pussy!!?!	0
Bitch fuk wat a hater gotta say .......brickk ent ya bitch 	1
Bitch had a redbook account with all selfies on the add like bitch no tricks wanna see yo face	1
Bitch i wouldn't eat yah pussy wit another nigga tongue	1
Bitch just sucked my dick and tried to give me sugar bitch get out	1
Bitch killa gone be dacing in that bitch cdfu	1
Bitch nicca talmbout a mf 3peat....Df y'all ain't da Lakers	1
Bitch shutcho got damn mouf hoe RT : Mallett ain't gon help yo funky ass texans	1
Bitch you frooooontin, bitch you frooooontin. Lol	1
Bitch you're the ugliest cunt ever.	0
Bitch, you may have a million dollar body, but you got a dollar menu face and a four-piece nugget pussy, so you ain't worth shit.	1
"Bitches ah have a baby &amp; be like ""don't claim my child"" bitch you good &amp; goddamn well ain't NOBODY claiming your creature &#128125;&#128514;"	1
Bitches ain't shit but hoes and tricks	1
Bitches always like you got hoes.. I be like duhh I'm tryna make you one of em &#128514;&#128514; nbs	1
Bitches always think somebody want them or they little coochie lol chilling dont exist nomore ? Iont want yall hoes	1
"Bitches be 17 in the 9th grade talking about "" where my bae at ?"" No bitch , where ya credits at?"	1
Bitches be happy about burger king pollo tropical on lunch break at work but act like dinner with new niggaz gotta be upscale.	1
Bitches be having a nigga but want to be another nigga WCW bitch it don't work like that	0
Bitches be in they feelings to much like live bitch	1
"Bitches be like ""Keep Calm I'm Single""........... first of all bitch, nobody was hype"	1
"Bitches be like ""New Avi &gt;&gt;"" and I'm just like bitch, your new avi is UGLY, your old avi was UGLY, bitch YOU ugly."	1
Bitches be like I want something real ... And I be like I want a bitch with real hair but we can't always get what we want now can we lol	1
Bitches be like im nt beefing over a niggah smh	1
Bitches be like niggas ain't shit ... Naw bitch maybe you just ain't shit	1
Bitches be mad they mane nigga gettin snatched up by all these whore yah pussy prolli wack ctfu	1
Bitches be screaming fuck they nigga, but get mad when another bitch fuck they nigga&#128533;	1
Bitches be sounding damnear retarded on tbh videos &#128514;&#128514;&#128514; nbs	1
"Bitches be tambout ""my party""..... no bitch, its everybody party...."	1
Bitches be trying to squash all beef wen they find out they pregnant! Some hoes dont give a fuck!	1
Bitches be watching me from other bitches pages; THATS RIGHT BITCH , TEAM WORK &#128079;&#128079;&#128079;	1
Bitches be wearing extensions, fake eye lashes and make up talkin bout they bad bitches. No bitch you are not bad you're a created player	1
Bitches bitches bitches	1
Bitches can't fuck with my bitches they deadly	1
Bitches cheat on they bitch... But be SOOOOOO HURT when they bitch cheat back.	1
Bitches complain about they baby daddies not being shit, but bitch you KNEW he wasn't shit you didn't HAVE to keep that baby you CHOSE to &#9995;&#128514;	1
Bitches corny with that not saving numbers shit I hate them hoes	1
Bitches don't even go out to have fun anymore they just go out to tweet about the function and to take pics wit other bitches	1
Bitches dont wann fxck me no more bitches wanna fxck all my bitches	1
Bitches get on twitter an turn to saints like they not hoes that shit kill a nigga	1
Bitches know they bitches, bitch.	1
Bitches love beefing over a nigga that's always in other bitches faces.	1
Bitches make me happy. RT : Material objects make bitches happy #iPhone6 	1
Bitches on me bout da lil flexin shit on snapchat &#128176;&#128176;&#128176;&#128176;&#128176;&#128514; bitch please	1
Bitches rather be petty with his hoes instead of posting bail now that ah really fck em up.....psa	1
Bitches so stupid!!! Yal can't know how I'm bouta start popping bitches	1
Bitches swear up and down they pussy the best, but ain't.	1
Bitches talmbout they limber got these bitches In limbo	1
Bitches think they're slick but no matter how hard they try and hide it we can still tell if they're hoes or not	1
